asema	pvm	biomassa
114	2012-10-09	0.1343
114	2012-10-09	1.6896
114	2012-10-09	0.4328
114	2012-10-09	0.0412
114	2012-10-09	0.0888
114	2012-10-09	1.6597
114	2012-10-09	1231.76
114	2012-10-09	0.2092
114	2012-10-09	0.8248
114	2012-10-09	0.1228
114	2012-10-09	0.0058
114	2012-10-09	2.5377
114	2012-10-09	1.0477
114	2012-10-09	7.1444
114	2012-10-09	0.1725
114	2012-10-09	0.0621
114	2012-10-09	0.1903
114	2012-10-09	1.9503
114	2012-10-09	0.7473
114	2012-10-09	0.3736
114	2012-10-09	0.2926
114	2012-10-09	36.9413
114	2012-10-09	586.2144
114	2012-10-09	0.4666
114	2012-10-09	2.0163
114	2012-10-09	5.2696
114	2012-10-09	0.3134
114	2012-10-09	0.7898
114	2012-10-09	0.1654
114	2012-10-09	0.7676
114	2012-10-22	0.1812
114	2012-10-22	0.3528
114	2012-10-22	0.4318
114	2012-10-22	0.228
114	2012-10-22	0.378
114	2012-10-22	1.0592
114	2012-10-22	0.3894
114	2012-10-22	1.176
114	2012-10-22	0.6596
114	2012-10-22	2.5403
114	2012-10-22	1.806
114	2012-10-22	5.2947
114	2012-10-22	2.2991
114	2012-10-22	11.818
114	2012-10-22	2.1768
114	2012-10-22	9.44
114	2012-10-22	1.7244
114	2012-10-22	2.1
114	2012-10-22	0.53
114	2012-10-22	9.4839
114	2012-10-22	0.22
114	2012-10-22	10.92
114	2012-10-22	0.408
114	2012-10-22	1.9339
114	2012-10-22	3.0946
114	2012-10-22	0.6713
114	2012-10-22	15.22
114	2012-10-22	3.9002
114	2012-10-22	4.45
114	2012-10-22	0.5953
114	2012-10-22	1040.8
114	2012-10-22	0.444
114	2012-10-22	0.4654
114	2012-10-22	1.0213
114	2012-10-22	0.36
114	2012-10-22	3.695
114	2012-10-22	0.1437
114	2012-10-22	0.0139
114	2012-10-22	0.393
114	2012-10-22	0.39
114	2012-10-22	1.57
114	2012-10-22	0.2925
114	2012-10-22	27.7088
114	2012-10-22	158.97
114	2012-10-22	0.9768
114	2012-10-22	3.4534
114	2012-10-22	5.1779
114	2012-10-22	0.6518
114	2012-10-22	1.3035
114	2012-10-22	0.7739
114	2013-05-06	1.0048
114	2013-05-06	0.8038
114	2013-05-06	0.0642
114	2013-05-06	3.2514
114	2013-05-06	0.5098
114	2013-05-06	11.997
114	2013-05-06	9.472
114	2013-05-06	13.4726
114	2013-05-06	5.0752
114	2013-05-06	0.3101
114	2013-05-06	3.1308
114	2013-05-06	1.1462
114	2013-05-06	3.0208
114	2013-05-06	3.968
114	2013-05-06	18.816
114	2013-05-06	830.4651
114	2013-05-06	965.3568
114	2013-05-06	2.171
114	2013-05-06	0.1411
114	2013-05-06	2.2369
114	2013-05-06	6.3022
114	2013-05-06	13.1261
114	2013-05-06	127.9488
114	2013-05-06	228.7625
114	2013-05-06	0.0536
114	2013-05-06	0.2822
114	2013-05-06	23.5064
114	2013-05-06	20.2217
114	2013-05-06	0.698
114	2013-05-06	5.6456
114	2013-05-06	1.4764
114	2013-05-06	5.1957
114	2013-05-06	14.3264
114	2013-05-06	2.4092
114	2013-05-06	241.7824
114	2013-05-06	2.4413
114	2013-05-06	0.8725
114	2013-05-06	5.975
114	2013-05-06	2.0962
114	2013-05-27	0.4019
114	2013-05-27	15.68
114	2013-05-27	0.2566
114	2013-05-27	6.8979
114	2013-05-27	3.5687
114	2013-05-27	5.1264
114	2013-05-27	2.3971
114	2013-05-27	139.0548
114	2013-05-27	71.1351
114	2013-05-27	29.0752
114	2013-05-27	17.664
114	2013-05-27	9.936
114	2013-05-27	3354.1945
114	2013-05-27	233.8048
114	2013-05-27	3.1966
114	2013-05-27	0.2823
114	2013-05-27	4.4737
114	2013-05-27	3.4729
114	2013-05-27	0.5731
114	2013-05-27	0.5457
114	2013-05-27	0.656
114	2013-05-27	1.3823
114	2013-05-27	2.4636
114	2013-05-27	80.4504
114	2013-05-27	39.552
114	2013-05-27	7.1854
114	2013-05-27	0.1882
114	2013-05-27	116.4504
114	2013-05-27	8.0065
114	2013-05-27	0.9307
114	2013-05-27	10.1793
114	2013-05-27	17.4074
114	2013-05-27	11.4665
114	2013-05-27	14.3968
114	2013-05-27	1.8535
114	2013-05-27	636.2976
114	2013-05-27	0.8759
114	2013-05-27	1.0864
114	2013-06-11	0.9058
114	2013-06-11	0.9063
114	2013-06-11	3.0144
114	2013-06-11	0.1539
114	2013-06-11	57.101
114	2013-06-11	0.154
114	2013-06-11	0.9392
114	2013-06-11	6.8256
114	2013-06-11	0.109
114	2013-06-11	13.7707
114	2013-06-11	1.3548
114	2013-06-11	0.0429
114	2013-06-11	4.7124
114	2013-06-11	0.944
114	2013-06-11	24.288
114	2013-06-11	4.1216
114	2013-06-11	10.2435
114	2013-06-11	0.3387
114	2013-06-11	56.3648
114	2013-06-11	34.215
114	2013-06-11	15.473
114	2013-06-11	0.3274
114	2013-06-11	1.4472
114	2013-06-11	0.4516
114	2013-06-11	0.7
114	2013-06-11	2.5485
114	2013-06-11	12.3809
114	2013-06-11	0.5398
114	2013-06-11	0.9238
114	2013-06-11	28.2055
114	2013-06-11	0.0617
114	2013-06-11	3.8182
114	2013-06-11	0.7508
114	2013-06-11	23.7098
114	2013-06-11	43.3295
114	2013-06-11	0.2304
114	2013-06-11	2.3648
114	2013-06-11	28.3712
114	2013-06-11	3.4663
114	2013-06-11	479.2928
114	2013-06-11	7.8392
114	2013-06-11	12.7889
114	2013-06-11	0.6518
114	2013-06-25	1.133
114	2013-06-25	0.2682
114	2013-06-25	2.0145
114	2013-06-25	31.2936
114	2013-06-25	118.296
114	2013-06-25	435.4168
114	2013-06-25	3.6209
114	2013-06-25	0.7647
114	2013-06-25	41.472
114	2013-06-25	6.464
114	2013-06-25	8.0322
114	2013-06-25	19.9028
114	2013-06-25	3.3874
114	2013-06-25	56.385
114	2013-06-25	16.1635
114	2013-06-25	22.0064
114	2013-06-25	30.4865
114	2013-06-25	2.8357
114	2013-06-25	20.1318
114	2013-06-25	59.446
114	2013-06-25	14.6145
114	2013-06-25	5.0041
114	2013-06-25	4.2804
114	2013-06-25	239.9828
114	2013-06-25	6.3513
114	2013-06-25	0.2352
114	2013-06-25	0.6169
114	2013-06-25	6.7106
114	2013-06-25	54.968
114	2013-06-25	29.9604
114	2013-06-25	12.3332
114	2013-06-25	1.1522
114	2013-06-25	11.88
114	2013-06-25	1.8765
114	2013-06-25	466.896
114	2013-06-25	8.2678
114	2013-06-25	1.6295
114	2013-06-25	4.8886
114	2013-06-25	1.4512
114	2013-07-10	1.133
114	2013-07-10	2.0542
114	2013-07-10	5.4391
114	2013-07-10	0.0731
114	2013-07-10	1.6295
114	2013-07-10	154.7688
114	2013-07-10	14.0616
114	2013-07-10	66.992
114	2013-07-10	345.604
114	2013-07-10	0.3926
114	2013-07-10	4.6358
114	2013-07-10	1.3986
114	2013-07-10	23.184
114	2013-07-10	3.232
114	2013-07-10	10.4829
114	2013-07-10	8.4685
114	2013-07-10	842.4331
114	2013-07-10	61.3168
114	2013-07-10	2.1171
114	2013-07-10	13.1261
114	2013-07-10	6.7106
114	2013-07-10	10.1493
114	2013-07-10	5.5879
114	2013-07-10	10.6369
114	2013-07-10	9.033
114	2013-07-10	1.2318
114	2013-07-10	2.1402
114	2013-07-10	0.6351
114	2013-07-10	0.4704
114	2013-07-10	15.1406
114	2013-07-10	0.0771
114	2013-07-10	18.8616
114	2013-07-10	4.6756
114	2013-07-10	31.1793
114	2013-07-10	1.4627
114	2013-07-10	4.1111
114	2013-07-10	0.0756
114	2013-07-10	0.1467
114	2013-07-10	1.075
114	2013-07-10	9.152
114	2013-07-10	0.8013
114	2013-07-10	28.52
114	2013-07-10	4.2399
114	2013-07-10	1.6295
114	2013-07-10	1.6295
114	2013-07-10	0.4837
114	2013-07-24	1.133
114	2013-07-24	5.6315
114	2013-07-24	1.813
114	2013-07-24	2.0145
114	2013-07-24	0.0231
114	2013-07-24	0.1347
114	2013-07-24	59.0472
114	2013-07-24	7.1715
114	2013-07-24	19.912
114	2013-07-24	166.208
114	2013-07-24	0.848
114	2013-07-24	657.0984
114	2013-07-24	0.9816
114	2013-07-24	8.9535
114	2013-07-24	3.0589
114	2013-07-24	39.96
114	2013-07-24	6.5117
114	2013-07-24	11.8558
114	2013-07-24	877.7952
114	2013-07-24	5.52
114	2013-07-24	27.1632
114	2013-07-24	2.1171
114	2013-07-24	13.4212
114	2013-07-24	15.9489
114	2013-07-24	9.0266
114	2013-07-24	5.6456
114	2013-07-24	0.6159
114	2013-07-24	120.6884
114	2013-07-24	79.1416
114	2013-07-24	0.3978
114	2013-07-24	0.698
114	2013-07-24	12.9593
114	2013-07-24	8.2221
114	2013-07-24	1.1522
114	2013-07-24	18.304
114	2013-07-24	0.6938
114	2013-07-24	385.44
114	2013-07-24	7.1058
114	2013-07-24	0.9675
114	2013-08-06	1.8117
114	2013-08-06	0.6711
114	2013-08-06	14.7146
114	2013-08-06	9.468
114	2013-08-06	5.0298
114	2013-08-06	1.6295
114	2013-08-06	33.3468
114	2013-08-06	6.124
114	2013-08-06	3.4352
114	2013-08-06	3.458
114	2013-08-06	357.0056
114	2013-08-06	6.7106
114	2013-08-06	0.5774
114	2013-08-06	1.3742
114	2013-08-06	11.3195
114	2013-08-06	4.8116
114	2013-08-06	3.204
114	2013-08-06	7.152
114	2013-08-06	0.456
114	2013-08-06	4.3112
114	2013-08-06	48.1163
114	2013-08-06	308.0232
114	2013-08-06	8.0818
114	2013-08-06	2.76
114	2013-08-06	76.4073
114	2013-08-06	6.7106
114	2013-08-06	44.036
114	2013-08-06	12.8952
114	2013-08-06	2.4559
114	2013-08-06	0.3079
114	2013-08-06	11.7532
114	2013-08-06	81.6052
114	2013-08-06	2.094
114	2013-08-06	15.718
114	2013-08-06	5.457
114	2013-08-06	4.6089
114	2013-08-06	0.1467
114	2013-08-06	15.62
114	2013-08-06	1.8791
114	2013-08-06	36.648
114	2013-08-06	6.2692
114	2013-08-06	0.9675
114	2013-08-20	0.6433
114	2013-08-20	2.2008
114	2013-08-20	0.2538
114	2013-08-20	0.4477
114	2013-08-20	0.6387
114	2013-08-20	1.0762
114	2013-08-20	9.1757
114	2013-08-20	5.4688
114	2013-08-20	320.1811
114	2013-08-20	27.36
114	2013-08-20	0.2566
114	2013-08-20	8.6543
114	2013-08-20	7.6249
114	2013-08-20	1.8649
114	2013-08-20	26.8416
114	2013-08-20	0.9524
114	2013-08-20	24.2944
114	2013-08-20	4.0896
114	2013-08-20	3.764
114	2013-08-20	15.836
114	2013-08-20	2.208
114	2013-08-20	23.0207
114	2013-08-20	28.4038
114	2013-08-20	5.9226
114	2013-08-20	1.8193
114	2013-08-20	6.1318
114	2013-08-20	0.0941
114	2013-08-20	1.3459
114	2013-08-20	0.0686
114	2013-08-20	31.549
114	2013-08-20	0.5304
114	2013-08-20	0.8343
114	2013-08-20	15.2099
114	2013-08-20	0.6946
114	2013-08-20	0.0336
114	2013-08-20	2.1671
114	2013-08-20	25.3792
114	2013-08-20	0.9695
114	2013-08-20	3.3696
114	2013-08-20	2.1368
114	2013-08-20	0.215
114	2013-09-03	0.4532
114	2013-09-03	8.7557
114	2013-09-03	3.6283
114	2013-09-03	0.193
114	2013-09-03	0.4567
114	2013-09-03	0.0539
114	2013-09-03	3.2229
114	2013-09-03	1.7558
114	2013-09-03	1.9258
114	2013-09-03	2.5152
114	2013-09-03	473.2896
114	2013-09-03	45.632
114	2013-09-03	2.5403
114	2013-09-03	8.806
114	2013-09-03	4.1877
114	2013-09-03	0.5594
114	2013-09-03	4.8939
114	2013-09-03	11.8368
114	2013-09-03	1.9072
114	2013-09-03	23.329
114	2013-09-03	4.0896
114	2013-09-03	0.6774
114	2013-09-03	115.4078
114	2013-09-03	0.7552
114	2013-09-03	34.0093
114	2013-09-03	2.684
114	2013-09-03	23.1966
114	2013-09-03	3.7823
114	2013-09-03	7.5307
114	2013-09-03	0.9032
114	2013-09-03	0.0941
114	2013-09-03	4.8446
114	2013-09-03	23.6483
114	2013-09-03	0.5584
114	2013-09-03	7.2464
114	2013-09-03	0.3178
114	2013-09-03	0.215
114	2013-09-03	33.5456
114	2013-09-03	0.855
114	2013-09-03	156.816
114	2013-09-03	1.6669
114	2013-09-03	0.6518
114	2013-09-23	0.8155
114	2013-09-23	0.5799
114	2013-09-23	1.2892
114	2013-09-23	0.0092
114	2013-09-23	3.9157
114	2013-09-23	5.0396
114	2013-09-23	15.1086
114	2013-09-23	0.3136
114	2013-09-23	3.8798
114	2013-09-23	2.6338
114	2013-09-23	262.9614
114	2013-09-23	0.6158
114	2013-09-23	8.6546
114	2013-09-23	4.4905
114	2013-09-23	3.4241
114	2013-09-23	3.8448
114	2013-09-23	0.9536
114	2013-09-23	3.52
114	2013-09-23	0.2576
114	2013-09-23	0.6774
114	2013-09-23	7.1779
114	2013-09-23	4.5988
114	2013-09-23	2.8996
114	2013-09-23	4.1261
114	2013-09-23	6.221
114	2013-09-23	2.6976
114	2013-09-23	0.4516
114	2013-09-23	88
114	2013-09-23	0.5081
114	2013-09-23	37.6073
114	2013-09-23	7.1745
114	2013-09-23	0.3336
114	2013-09-23	2.566
114	2013-09-23	3.9173
114	2013-09-23	0.0335
114	2013-09-23	0.215
114	2013-09-23	9.152
114	2013-09-23	2.7421
114	2013-09-23	19.6048
114	2013-09-23	1.3107
114	2013-09-23	0.6518
114	2013-09-23	0.387
114	2013-10-02	0.5028
114	2013-10-02	0.9045
114	2013-10-02	2.4755
114	2013-10-02	1.7626
114	2013-10-02	0.0072
114	2013-10-02	0.0842
114	2013-10-02	7.9691
114	2013-10-02	36.8883
114	2013-10-02	5.7702
114	2013-10-02	1.7346
114	2013-10-02	138.2864
114	2013-10-02	1.54
114	2013-10-02	4.8114
114	2013-10-02	5.8803
114	2013-10-02	16.8591
114	2013-10-02	4.194
114	2013-10-02	4.234
114	2013-10-02	9.5627
114	2013-10-02	21.7475
114	2013-10-02	5.1041
114	2013-10-02	1.5348
114	2013-10-02	110
114	2013-10-02	80.7994
114	2013-10-02	6.351
114	2013-10-02	1.3087
114	2013-10-02	11.5313
114	2013-10-02	30.1739
114	2013-10-02	4.4385
114	2013-10-02	0.1782
114	2013-10-02	1.0077
114	2013-10-02	4.576
114	2013-10-02	3.7935
114	2013-10-02	33.84
114	2013-10-02	3.2284
114	2013-10-02	1.0184
114	2013-10-02	0.6046
114	2013-10-21	5.0334
114	2013-10-21	1.8093
114	2013-10-21	0.3439
114	2013-10-21	1.142
114	2013-10-21	2.2161
114	2013-10-21	0.0137
114	2013-10-21	3.9344
114	2013-10-21	21.524
114	2013-10-21	18.4442
114	2013-10-21	1.3452
114	2013-10-21	0.4956
114	2013-10-21	57.7976
114	2013-10-21	0.77
114	2013-10-21	4.2346
114	2013-10-21	3.6898
114	2013-10-21	18.7578
114	2013-10-21	0.1362
114	2013-10-21	2.88
114	2013-10-21	3.004
114	2013-10-21	18.6321
114	2013-10-21	8.8963
114	2013-10-21	7.7422
114	2013-10-21	4.35
114	2013-10-21	3.6539
114	2013-10-21	15.14
114	2013-10-21	2.456
114	2013-10-21	6.464
114	2013-10-21	1.1613
114	2013-10-21	0.3304
114	2013-10-21	14.7976
114	2013-10-21	56.2
114	2013-10-21	1.2069
114	2013-10-21	17.6312
114	2013-10-21	6.4673
114	2013-10-21	1.3961
114	2013-10-21	8.7643
114	2013-10-21	10.2342
114	2013-10-21	1.8814
114	2013-10-21	1.562
114	2013-10-21	2.2018
114	2013-10-21	143.872
114	2013-10-21	1.4834
114	2013-10-21	0.8148
114	2013-10-21	0.2419
114	2014-03-24	0.1813
114	2014-03-24	0.4291
114	2014-03-24	0.2266
114	2014-03-24	23.2064
114	2014-03-24	1.595
114	2014-03-24	5.1111
114	2014-03-24	22.428
114	2014-03-24	3.7714
114	2014-03-24	0.3712
114	2014-03-24	0.5152
114	2014-03-24	4.5084
114	2014-03-24	0.542
114	2014-03-24	97.5145
114	2014-03-24	0.0944
114	2014-03-24	4.344
114	2014-03-24	112.5249
114	2014-03-24	3.4672
114	2014-03-24	0.6518
114	2014-03-24	1.0737
114	2014-03-24	0.464
114	2014-03-24	0.5502
114	2014-03-24	18.1941
114	2014-03-24	4.0526
114	2014-03-24	3.8083
114	2014-03-24	3.0959
114	2014-03-24	30.8935
114	2014-03-24	17.7472
114	2014-03-24	9.5428
114	2014-03-24	62.3416
114	2014-03-24	133.157
114	2014-03-24	2.106
114	2014-03-24	0.047
114	2014-03-24	0.6775
114	2014-03-24	25.8185
114	2014-03-24	3.7482
114	2014-03-24	1.1743
114	2014-03-24	0.1642
114	2014-03-24	0.344
114	2014-03-24	1.2496
114	2014-03-24	60.844
114	2014-03-24	0.4385
114	2014-03-24	0.0774
114	2014-04-15	0.0077
114	2014-04-15	0.1416
114	2014-04-15	0.2417
114	2014-04-15	33.712
114	2014-04-15	0.1925
114	2014-04-15	2.0299
114	2014-04-15	1.5295
114	2014-04-15	29.9989
114	2014-04-15	12.9336
114	2014-04-15	3.3874
114	2014-04-15	214.682
114	2014-04-15	8.024
114	2014-04-15	5.88
114	2014-04-15	60.24
114	2014-04-15	924.8585
114	2014-04-15	192.264
114	2014-04-15	2.1723
114	2014-04-15	7.2495
114	2014-04-15	3.4387
114	2014-04-15	148.062
114	2014-04-15	1.7117
114	2014-04-15	21.8127
114	2014-04-15	0.5184
114	2014-04-15	152.4579
114	2014-04-15	112.236
114	2014-04-15	114.1202
114	2014-04-15	873.732
114	2014-04-15	1352.9172
114	2014-04-15	5.25
114	2014-04-15	0.268
114	2014-04-15	2.8224
114	2014-04-15	42.3423
114	2014-04-15	64.0524
114	2014-04-15	19.888
114	2014-04-15	10.2006
114	2014-04-15	5.2607
114	2014-04-15	22.5746
114	2014-04-15	22.088
114	2014-04-15	670.988
114	2014-04-15	4.9656
114	2014-04-15	6.5181
114	2014-04-15	2.9024
114	2014-04-29	0.5363
114	2014-04-29	0.4248
114	2014-04-29	28.224
114	2014-04-29	0.3849
114	2014-04-29	0.9546
114	2014-04-29	1.6039
114	2014-04-29	2.1428
114	2014-04-29	1.0124
114	2014-04-29	24.56
114	2014-04-29	1.288
114	2014-04-29	13.5495
114	2014-04-29	51.448
114	2014-04-29	4.96
114	2014-04-29	94.12
114	2014-04-29	130.52
114	2014-04-29	1269.1142
114	2014-04-29	427.552
114	2014-04-29	15.0213
114	2014-04-29	8.6994
114	2014-04-29	12.8952
114	2014-04-29	131.6
114	2014-04-29	0.8186
114	2014-04-29	10.855
114	2014-04-29	5.4532
114	2014-04-29	136.0343
114	2014-04-29	135.9881
114	2014-04-29	962.676
114	2014-04-29	490.2185
114	2014-04-29	0.3528
114	2014-04-29	16.9369
114	2014-04-29	10.1622
114	2014-04-29	21.4919
114	2014-04-29	5.774
114	2014-04-29	0.2934
114	2014-04-29	65.5739
114	2014-04-29	20.416
114	2014-04-29	1384.176
114	2014-04-29	4.0546
114	2014-04-29	6.5181
114	2014-04-29	0.4837
114	2014-05-12	0.1192
114	2014-05-12	0.4026
114	2014-05-12	0.5367
114	2014-05-12	1.1919
114	2014-05-12	0.708
114	2014-05-12	0.2124
114	2014-05-12	106.624
114	2014-05-12	0.1711
114	2014-05-12	1.0197
114	2014-05-12	12.348
114	2014-05-12	19.048
114	2014-05-12	1.0896
114	2014-05-12	62.456
114	2014-05-12	1.288
114	2014-05-12	10.5391
114	2014-05-12	21.24
114	2014-05-12	131.9104
114	2014-05-12	1169.728
114	2014-05-12	3.8199
114	2014-05-12	0.1882
114	2014-05-12	14.9133
114	2014-05-12	3.8666
114	2014-05-12	5.1584
114	2014-05-12	0.2304
114	2014-05-12	21.4547
114	2014-05-12	9.6734
114	2014-05-12	226.072
114	2014-05-12	15.7967
114	2014-05-12	3.764
114	2014-05-12	6.5699
114	2014-05-12	13.5104
114	2014-05-12	10.9212
114	2014-05-12	0.0838
114	2014-05-12	40.135
114	2014-05-12	11.352
114	2014-05-12	2214.56
114	2014-05-12	2.288
114	2014-05-12	2.1728
114	2014-05-12	0.215
114	2014-05-19	1.7502
114	2014-05-19	0.1219
114	2014-05-19	5.9516
114	2014-05-19	1.062
114	2014-05-19	0.0732
114	2014-05-19	51.744
114	2014-05-19	0.0875
114	2014-05-19	0.6059
114	2014-05-19	0.6952
114	2014-05-19	11.4832
114	2014-05-19	0.2724
114	2014-05-19	86.372
114	2014-05-19	8.372
114	2014-05-19	10.7775
114	2014-05-19	12.744
114	2014-05-19	29.76
114	2014-05-19	7.24
114	2014-05-19	30.12
114	2014-05-19	111.7411
114	2014-05-19	892.312
114	2014-05-19	4.1541
114	2014-05-19	0.7698
114	2014-05-19	3.0501
114	2014-05-19	5.2721
114	2014-05-19	4.8843
114	2014-05-19	204
114	2014-05-19	1.6446
114	2014-05-19	11.9673
114	2014-05-19	16.7262
114	2014-05-19	76.048
114	2014-05-19	5.7737
114	2014-05-19	21.2751
114	2014-05-19	7.0101
114	2014-05-19	15.3382
114	2014-05-19	21.7429
114	2014-05-19	12.496
114	2014-05-19	1490.512
114	2014-05-19	1.9817
114	2014-05-19	5.9253
114	2014-05-19	0.6596
114	2014-06-03	5.0058
114	2014-06-03	0.7553
114	2014-06-03	3.579
114	2014-06-03	4.0811
114	2014-06-03	6.4711
114	2014-06-03	0.0231
114	2014-06-03	0.0898
114	2014-06-03	0.708
114	2014-06-03	0.2832
114	2014-06-03	0.9938
114	2014-06-03	896
114	2014-06-03	45.432
114	2014-06-03	5.4625
114	2014-06-03	6.608
114	2014-06-03	79.36
114	2014-06-03	12.24
114	2014-06-03	5.152
114	2014-06-03	0.7844
114	2014-06-03	67.1061
114	2014-06-03	26.0983
114	2014-06-03	33.5274
114	2014-06-03	5.653
114	2014-06-03	0.9187
114	2014-06-03	7.6776
114	2014-06-03	25.2565
114	2014-06-03	8.48
114	2014-06-03	8.075
114	2014-06-03	0.2053
114	2014-06-03	23.1471
114	2014-06-03	43.7671
114	2014-06-03	2.4122
114	2014-06-03	6.0118
114	2014-06-03	39.952
114	2014-06-03	2.7458
114	2014-06-03	2514.6
114	2014-06-03	1.4234
114	2014-06-03	0.3292
114	2014-06-23	24.0057
114	2014-06-23	6.8777
114	2014-06-23	18.4866
114	2014-06-23	18.9606
114	2014-06-23	2.8029
114	2014-06-23	0.5664
114	2014-06-23	3.54
114	2014-06-23	1.825
114	2014-06-23	3.76
114	2014-06-23	53.0936
114	2014-06-23	0.3744
114	2014-06-23	24.408
114	2014-06-23	2.352
114	2014-06-23	5.0723
114	2014-06-23	3.9853
114	2014-06-23	19.512
114	2014-06-23	2.9452
114	2014-06-23	3.76
114	2014-06-23	29.8252
114	2014-06-23	110.5329
114	2014-06-23	86.9982
114	2014-06-23	38.1778
114	2014-06-23	2.248
114	2014-06-23	1.259
114	2014-06-23	8.0933
114	2014-06-23	28.4726
114	2014-06-23	14.32
114	2014-06-23	4.032
114	2014-06-23	403.9259
114	2014-06-23	0.2722
114	2014-06-23	35.5058
114	2014-06-23	50.2697
114	2014-06-23	3.3211
114	2014-06-23	0.1677
114	2014-06-23	2.5295
114	2014-06-23	128.48
114	2014-06-23	352.784
114	2014-06-23	14.6009
114	2014-06-23	5.7516
114	2014-06-23	6.8294
114	2014-07-01	1.2589
114	2014-07-01	8.3674
114	2014-07-01	0.191
114	2014-07-01	9.4011
114	2014-07-01	17.9068
114	2014-07-01	2.9736
114	2014-07-01	5.5224
114	2014-07-01	15.3551
114	2014-07-01	0.728
114	2014-07-01	801.9704
114	2014-07-01	71.232
114	2014-07-01	2.8286
114	2014-07-01	2.7231
114	2014-07-01	0.8497
114	2014-07-01	50.328
114	2014-07-01	9.5237
114	2014-07-01	1.824
114	2014-07-01	1.8819
114	2014-07-01	23.128
114	2014-07-01	5.52
114	2014-07-01	38.7306
114	2014-07-01	82.0205
114	2014-07-01	12.8883
114	2014-07-01	8.1194
114	2014-07-01	3.456
114	2014-07-01	0.2466
114	2014-07-01	112.1456
114	2014-07-01	2.8229
114	2014-07-01	8.448
114	2014-07-01	939.2618
114	2014-07-01	149.8696
114	2014-07-01	1.3102
114	2014-07-01	7.157
114	2014-07-01	0.5703
114	2014-07-01	5.1211
114	2014-07-01	0.0838
114	2014-07-01	170.28
114	2014-07-01	117.776
114	2014-07-01	6.0849
114	2014-07-15	1.1192
114	2014-07-15	0.0214
114	2014-07-15	4.1633
114	2014-07-15	12.72
114	2014-07-15	1011.052
114	2014-07-15	2.5663
114	2014-07-15	14.8501
114	2014-07-15	15.4603
114	2014-07-15	47.88
114	2014-07-15	4.768
114	2014-07-15	11.2915
114	2014-07-15	16.9017
114	2014-07-15	22.3692
114	2014-07-15	12.8883
114	2014-07-15	7.1641
114	2014-07-15	54.4
114	2014-07-15	238.1702
114	2014-07-15	320.6114
114	2014-07-15	0.8839
114	2014-07-15	5.5745
114	2014-07-15	6.8707
114	2014-07-15	1.4257
114	2014-07-15	50.336
114	2014-07-15	58.016
114	2014-07-15	9.4666
114	2014-07-15	0.5375
114	2014-08-07	0.0062
114	2014-08-07	0.5304
114	2014-08-07	20.2838
114	2014-08-07	6.2613
114	2014-08-07	45.367
114	2014-08-07	2.4471
114	2014-08-07	11.3112
114	2014-08-07	4.4753
114	2014-08-07	1.512
114	2014-08-07	2.408
114	2014-08-07	1.8066
114	2014-08-07	19.0701
114	2014-08-07	3.5789
114	2014-08-07	15.4652
114	2014-08-07	8.0234
114	2014-08-07	2.56
114	2014-08-07	6.7746
114	2014-08-07	0.0411
114	2014-08-07	68.1563
114	2014-08-07	0.0411
114	2014-08-07	2.6058
114	2014-08-07	4.4274
114	2014-08-07	1.0306
114	2014-08-07	0.4106
114	2014-08-07	1.0401
114	2014-08-07	0.2288
114	2014-08-07	85.484
114	2014-08-07	6.3257
114	2014-08-27	0.0104
114	2014-08-27	15.1659
114	2014-08-27	47.12
114	2014-08-27	1.3775
114	2014-08-27	4.8737
114	2014-08-27	12.7336
114	2014-08-27	22.8096
114	2014-08-27	4.608
114	2014-08-27	4.2784
114	2014-08-27	1.9631
114	2014-08-27	21.1893
114	2014-08-27	17.0919
114	2014-08-27	2.5335
114	2014-08-27	24
114	2014-08-27	3.5968
114	2014-08-27	88
114	2014-08-27	0.8913
114	2014-08-27	14.002
114	2014-08-27	0.0837
114	2014-08-27	1.0804
114	2014-08-27	0.054
114	2014-08-27	0.1131
114	2014-08-27	4.4528
114	2014-08-27	201.9328
114	2014-08-27	1.9253
114	2014-08-27	0.1018
114	2014-09-15	208.899
114	2014-09-15	10.176
114	2014-09-15	6.5014
114	2014-09-15	20.6078
114	2014-09-15	41.3502
114	2014-09-15	15.4944
114	2014-09-15	0.9536
114	2014-09-15	2.1888
114	2014-09-15	32.256
114	2014-09-15	0.2576
114	2014-09-15	0.7528
114	2014-09-15	0.0912
114	2014-09-15	4.0715
114	2014-09-15	3.6613
114	2014-09-15	11.9307
114	2014-09-15	12.2443
114	2014-09-15	4.7763
114	2014-09-15	15.264
114	2014-09-15	26.976
114	2014-09-15	88
114	2014-09-15	21.4889
114	2014-09-15	0.3536
114	2014-09-15	0.9307
114	2014-09-15	2.4409
114	2014-09-15	0.8102
114	2014-09-15	0.9011
114	2014-09-15	0.2389
114	2014-09-15	47.9248
114	2014-09-15	14.04
114	2014-09-15	2.6462
114	2014-09-15	0.645
114	2014-09-29	0.2771
114	2014-09-29	0.1145
114	2014-09-29	0.1178
114	2014-09-29	0.0071
114	2014-09-29	0.0468
114	2014-09-29	6.2784
114	2014-09-29	10.5786
114	2014-09-29	1.9154
114	2014-09-29	18.9091
114	2014-09-29	7.5024
114	2014-09-29	0.1616
114	2014-09-29	3.2713
114	2014-09-29	1.728
114	2014-09-29	0.0586
114	2014-09-29	1.168
114	2014-09-29	2.6223
