asema	pvm	paiva	kk	vuosi	kokosyv	secchi	ecoli	sameus	ph	suolaisuus	happi_aste	happi	nh3	no3	ntot	po4_liu	ptot	chla	lampotila	jaan_paks	lumen_paks	syvyys	syvyys_lop	no2	po4	koliformit	fek_strep	kiintoain	pt	tic	alkalit
149	2012-08-07	7	8	2012	34	3.6	1	0.73	8.05	5.8	NA	9.85	4.2355	1	300	2.8	16.775	NA	15	NA	NA	0	0	0.405	8	NA	NA	NA	NA	NA	NA
149	2012-08-07	7	8	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	15	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-08-07	7	8	2012	34	NA	0	0.7	7.76	5.65	NA	8.59	3.4135	5	420	10	20.69	NA	8.3	NA	NA	15	15	0.5	11	NA	NA	NA	NA	NA	NA
149	2012-08-07	7	8	2012	34	NA	1	5.41	7.63	5.76	NA	7.36	14.4285	11	330	16	31.76	NA	6.5	NA	NA	33	33	1.125	20	NA	NA	NA	NA	NA	NA
149	2012-09-11	11	9	2012	34	5.2	0	0.58	7.97	5.76	NA	8.23	8.1445	11	290	6	16	NA	14.3	NA	NA	0	0	0.435	6	NA	NA	NA	NA	NA	NA
149	2012-09-11	11	9	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	14.3	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-09-11	11	9	2012	34	NA	1	0.58	7.88	5.76	NA	8.75	7.19	16	290	8	17	NA	13.4	NA	NA	15	15	0.71	8	NA	NA	NA	NA	NA	NA
149	2012-09-11	11	9	2012	34	NA	0	2.16	7.56	5.92	NA	7.09	9.647	58	310	22	29	NA	8.4	NA	NA	33	33	0.89	23	NA	NA	NA	NA	NA	NA
149	2012-10-09	9	10	2012	34	7	0	0.57	7.95	5.73	NA	9.86	9.604	33	340	11	19.8	NA	11.9	NA	NA	0	0	2.51	11.186	NA	NA	NA	NA	NA	NA
149	2012-10-09	9	10	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	11.9	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-10-09	9	10	2012	34	NA	0	0.6	7.95	5.75	NA	9.59	9.446	33	310	11	17.5	NA	12	NA	NA	15	15	2.39	12	NA	NA	NA	NA	NA	NA
149	2012-10-09	9	10	2012	34	NA	0	3.46	7.79	5.84	NA	8.07	17.7265	60	400	22	31.645	NA	10.8	NA	NA	33	33	2.005	23.2755	NA	NA	NA	NA	NA	NA
149	2012-11-26	26	11	2012	34	4.7	0	1.04	7.84	6.13	NA	9.88	1.7885	100	350	28	35.765	NA	7.2	NA	NA	0	0	0.595	28	NA	NA	NA	NA	NA	NA
149	2012-11-26	26	11	2012	34	NA	1	1.11	7.84	6.15	NA	9.74	2.537	100	360	28	34.405	NA	7.3	NA	NA	15	15	0.75	28	NA	NA	NA	NA	NA	NA
149	2012-11-26	26	11	2012	34	NA	0	1.17	7.84	6.14	NA	10.22	3.502	100	370	28	34.03	NA	7.3	NA	NA	33	33	0.645	29	NA	NA	NA	NA	NA	NA
149	2012-01-02	2	1	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-01-02	2	1	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-02-02	2	2	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-02-02	2	2	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-04-02	2	4	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-04-02	2	4	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-12-02	2	12	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2012-12-02	2	12	2012	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-01-01	1	1	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-01-01	1	1	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-02-11	11	2	2013	34	6.7	10	1.33	7.82	5.5	NA	13.42	0	130	350	28	39.395	NA	0.1	NA	NA	0	0	1.08	29	NA	NA	NA	NA	NA	NA
149	2013-02-11	11	2	2013	34	NA	0	1.47	7.86	5.7	NA	12.61	0.126	120	320	27	33.985	NA	0	NA	NA	15	15	0.17	27	NA	NA	NA	NA	NA	NA
149	2013-02-11	11	2	2013	34	NA	1	1.42	7.83	5.9	NA	11.74	0	120	320	28	36.225	NA	0.7	NA	NA	33	33	0.72	28	NA	NA	NA	NA	NA	NA
149	2013-03-21	21	3	2013	34	5.2	0	0.7	7.79	5.49	NA	13.37	1.442	140	410	28	35.65	NA	0	NA	NA	0	0	1.46	28	NA	NA	NA	NA	NA	NA
149	2013-03-21	21	3	2013	34	NA	0	0.8	7.79	5.59	NA	13.42	1.7955	130	420	28	35.295	NA	0.2	NA	NA	15	15	1.5	28	NA	NA	NA	NA	NA	NA
149	2013-03-21	21	3	2013	34	NA	1	9.78	7.79	5.76	NA	13.14	0.5265	120	455	27	48.07	NA	0.7	NA	NA	33	33	1.12	33.4	NA	NA	NA	NA	NA	NA
149	2013-04-01	1	4	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-04-01	1	4	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-05-08	8	5	2013	34	7	0	0.72	8.23	5.61	NA	14.46	6.57	1	322	8.6	20.085	7.7	4.3	NA	NA	0	0	0	8.707	NA	NA	NA	NA	NA	NA
149	2013-05-08	8	5	2013	34	NA	0	0.74	8.2	5.66	NA	14.71	6.6075	1	343	8.3	23.4	NA	4	NA	NA	15	15	0	8.566	NA	NA	NA	NA	NA	NA
149	2013-05-08	8	5	2013	34	NA	0	2.65	7.7	6.29	NA	11.42	13.923	77	371	26.9	41.885	NA	2.5	NA	NA	33	33	0	27.902	NA	NA	NA	NA	NA	NA
149	2013-06-01	1	6	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-06-01	1	6	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-06-10	10	6	2013	34	4	0	1.23	8.6	4.84	NA	12.22	2.8725	0	371	0.2	24.25	5.6	15	NA	NA	0	0	0	0.4	NA	NA	NA	NA	NA	NA
149	2013-06-10	10	6	2013	34	NA	0	0.82	8.35	4.9	NA	12.22	5.6625	0	359	0.8	22.485	NA	10.4	NA	NA	15	15	0	2	NA	NA	NA	NA	NA	NA
149	2013-06-10	10	6	2013	34	NA	0	1.18	7.93	5.55	NA	11.37	4.9585	0	335	12	33.36	NA	6.4	NA	NA	33	33	0	13	NA	NA	NA	NA	NA	NA
149	2013-06-24	24	6	2013	34	6	0	0.75	8.35	5.31	NA	10.84	2.5885	0	368	0	16.935	2.4	15	NA	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA
149	2013-06-24	24	6	2013	34	NA	0	0.66	8.12	5.4	NA	10.87	7.2345	0	350	2.1	18.075	NA	10.9	NA	NA	15	15	0	2.3	NA	NA	NA	NA	NA	NA
149	2013-06-24	24	6	2013	34	NA	0	1.9	7.68	6.15	NA	9.75	18.545	22	372	18	34.66	NA	5.2	NA	NA	33	33	0	19.8	NA	NA	NA	NA	NA	NA
149	2013-07-01	1	7	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-07-01	1	7	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-07-08	8	7	2013	34	4.1	0	0.88	8.29	5.52	NA	10.69	6.6095	0	330	0.2	14.055	3.6	15.8	NA	NA	0	0	0	0.3	NA	NA	NA	NA	NA	NA
149	2013-07-08	8	7	2013	34	NA	0	0.55	7.86	5.75	NA	11.02	4.7595	0	300	7	19.41	NA	6.3	NA	NA	15	15	0	7	NA	NA	NA	NA	NA	NA
149	2013-07-08	8	7	2013	34	NA	0	1.73	7.68	6.09	NA	9.75	4.558	3	310	17	30.14	NA	4.9	NA	NA	33	33	0	17	NA	NA	NA	NA	NA	NA
149	2013-08-01	1	8	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-08-01	1	8	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-08-06	6	8	2013	34	2.6	0	2.16	8.4	5.52	NA	12.85	0.0985	0	410	0	22.36	7.7	17.6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA
149	2013-08-06	6	8	2013	34	NA	0	1.01	7.75	5.55	NA	10.82	2.858	0	340	3	15.615	NA	10.3	NA	NA	15	15	0	3	NA	NA	NA	NA	NA	NA
149	2013-08-06	6	8	2013	34	NA	0	6.3	7.56	6.03	NA	9	1.875	0	370	18	42.73	NA	5.5	NA	NA	33	33	0	20	NA	NA	NA	NA	NA	NA
149	2013-09-01	1	9	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-09-01	1	9	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	33	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-09-02	2	9	2013	34	4	1	0.78	8.15	5.5912	NA	10.21	2.7555	0	330	0	18.555	4.6	17.3	NA	NA	0	0	0	0.224	NA	NA	NA	NA	NA	NA
149	2013-09-02	2	9	2013	34	NA	0	0.65	8.06	5.6208	NA	9.83	3.6965	0	300	0	13.14	NA	15.8	NA	NA	15	15	0	0.191	NA	NA	NA	NA	NA	NA
149	2013-09-02	2	9	2013	34	NA	0	2.56	7.55	5.6873	NA	8.52	13.4315	8	280	9.8	22.19	NA	10.6	NA	NA	33	33	0	11.579	NA	NA	NA	NA	NA	NA
149	2013-10-02	2	10	2013	34	5.2	1	0.75	8	5.18	NA	9.8	23	11	350	5	19	NA	13.2	NA	NA	0	0	0	5	NA	NA	NA	NA	NA	NA
149	2013-10-02	2	10	2013	34	NA	3	0.99	8	5.23	NA	9.6	30	16	340	7	19	NA	13.2	NA	NA	15	15	0	8	NA	NA	NA	NA	NA	NA
149	2013-10-02	2	10	2013	34	NA	1	4.1	7.8	5.79	NA	7.3	27	70	390	23	37	NA	10.8	NA	NA	33	33	0	24	NA	NA	NA	NA	NA	NA
149	2013-10-02	2	10	2013	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
149	2013-11-25	25	11	2013	34	5.9	4	1.1	7.8	6.08	NA	10.4	5	87	410	29	37	NA	5.8	NA	NA	0	0	0	30	NA	NA	NA	NA	NA	NA
149	2013-11-25	25	11	2013	34	NA	4	1.2	7.8	6.12	NA	11.4	5	88	400	29	35	NA	5.8	NA	NA	15	15	0	30	NA	NA	NA	NA	NA	NA
149	2013-11-25	25	11	2013	34	NA	0	1.1	7.8	6.14	NA	10.9	4	84	390	29	36	NA	5.8	NA	NA	33	33	0	30	NA	NA	NA	NA	NA	NA
166	2012-03-30	30	3	2012	48	6.2	0	0.51	7.88	5.2567	93	12.79	0	140	410	28	38	NA	1.6	NA	NA	0	0	2.665	30	NA	NA	NA	NA	NA	NA
166	2012-03-30	30	3	2012	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	1.6	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2012-03-30	30	3	2012	48	NA	0	0.61	7.85	5.7876	92	12.28	0	140	390	29	37	NA	2.3	NA	NA	25	25	1.905	30	NA	NA	NA	NA	NA	NA
166	2012-03-30	30	3	2012	48	NA	0	1.47	7.8	6.1684	83	11.02	1.615	130	380	31	42	NA	2.8	NA	NA	47	47	0.95	32	NA	NA	NA	NA	NA	NA
166	2012-05-08	8	5	2012	48	2.9	0	1.94	8.42	5.37	121	14.96	0	2	450	3.2	38.185	NA	5.5	NA	NA	0	0	0	3.6	NA	NA	NA	NA	NA	NA
166	2012-05-08	8	5	2012	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.9	5.5	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2012-05-08	8	5	2012	48	NA	0	1.06	8.12	5.52	111	14	0	4	340	8	24.715	NA	4	NA	NA	25	25	0.435	9	NA	NA	NA	NA	NA	NA
166	2012-05-08	8	5	2012	48	NA	0	1.53	7.71	6.18	86	11.06	3.9525	94	390	26	40.285	NA	3.2	NA	NA	47	47	1.295	27	NA	NA	NA	NA	NA	NA
166	2012-06-11	11	6	2012	48	3.4	0	1.21	8.3	5.39	106	11.25	1.219	0	360	3	17.03	NA	11	NA	NA	0	0	0	3	NA	NA	NA	NA	NA	NA
166	2012-06-11	11	6	2012	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.7	11	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2012-06-11	11	6	2012	48	NA	0	0.96	8.04	5.62	81	9.43	1.823	2	350	8	22.855	NA	7	NA	NA	25	25	0.22	9	NA	NA	NA	NA	NA	NA
166	2012-06-11	11	6	2012	48	NA	0	2.2	7.46	6.59	54	6.78	23.7265	63	480	56	90.54	NA	4.4	NA	NA	47	47	2.715	65	NA	NA	NA	NA	NA	NA
166	2012-07-03	3	7	2012	48	4.6	1	0.99	8.19	5.48	92	9.55	0	0	300	2	18.72	NA	12.4	NA	NA	0	0	0	3	NA	NA	NA	NA	NA	NA
166	2012-07-03	3	7	2012	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	12.4	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2012-07-03	3	7	2012	48	NA	0	0.74	7.81	5.78	60	7.21	0	0	311	7	21.88	NA	6.9	NA	NA	25	25	0	8	NA	NA	NA	NA	NA	NA
166	2012-07-03	3	7	2012	48	NA	0	2.33	7.47	6.31	83	10.17	0.867	0	352	47	76.96	NA	5	NA	NA	47	47	0	50	NA	NA	NA	NA	NA	NA
166	2012-08-03	3	8	2012	48	3.7	1	1.08	7.95	5.57	101	10.04	1.897	0	350	4.2	20.04	NA	14	NA	NA	0	0	0	4.5	NA	NA	NA	NA	NA	NA
166	2012-08-03	3	8	2012	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	14	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2012-08-03	3	8	2012	48	NA	0	1.06	7.57	5.65	69	8.03	10.0465	2	260	13	23.96	NA	7.3	NA	NA	25	25	1.105	14	NA	NA	NA	NA	NA	NA
166	2012-08-03	3	8	2012	48	NA	1	2.32	7.37	6.15	44	5.55	84.545	7	370	75.89	105	NA	4.6	NA	NA	47	47	1.59	80.84	NA	NA	NA	NA	NA	NA
166	2012-09-07	7	9	2012	48	3.2	0	1.56	7.94	5.66	86	8.53	24.3105	14	317	11	24.985	NA	14.4	NA	NA	0	0	0.94	12	NA	NA	NA	NA	NA	NA
166	2012-09-07	7	9	2012	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1	14.4	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2012-09-07	7	9	2012	48	NA	2	1.39	7.61	5.91	58	6.58	14.471	52	282	27	36.755	NA	8.6	NA	NA	25	25	1.29	28	NA	NA	NA	NA	NA	NA
166	2012-09-07	7	9	2012	48	NA	0	2.34	7.5	6.32	48	5.73	24.624	81	334	48	61.98	NA	6.1	NA	NA	47	47	1.38	51	NA	NA	NA	NA	NA	NA
166	2012-10-09	9	10	2012	48	5.2	0	0.79	7.99	5.52	98	10.18	9.4645	37	330	12	23.075	NA	12	NA	NA	0	0	2.28	11.6175	NA	NA	NA	NA	NA	NA
166	2012-10-09	9	10	2012	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.6	12	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2012-10-09	9	10	2012	48	NA	0	0.73	7.95	5.62	92	9.53	8.5165	38	340	12	21.94	NA	12	NA	NA	25	25	2.23	12	NA	NA	NA	NA	NA	NA
166	2012-10-09	9	10	2012	48	NA	0	2.43	7.72	5.83	66	7.39	14.5105	79	370	32	43.415	NA	9.7	NA	NA	47	47	1.995	34.907	NA	NA	NA	NA	NA	NA
166	2012-11-26	26	11	2012	48	3.7	1	1.46	7.84	5.79	74	8.86	3.1975	130	400	29	36.52	NA	6.9	NA	NA	0	0	0.84	31	NA	NA	NA	NA	NA	NA
166	2012-11-26	26	11	2012	48	NA	0	1.31	7.82	5.9	79	9.2	3.179	120	390	29	35.92	NA	7.2	NA	NA	25	25	0.745	31	NA	NA	NA	NA	NA	NA
166	2012-11-26	26	11	2012	48	NA	0	2.1	7.79	6.03	82	9.52	3.199	110	370	30	40.12	NA	7.4	NA	NA	47	47	1.355	31	NA	NA	NA	NA	NA	NA
166	2013-02-12	12	2	2013	48	6.4	0	1.96	7.86	5.35	95	13.4	0.089	140	470	30	37.625	NA	0	NA	NA	0	0	0.055	30	NA	NA	NA	NA	NA	NA
166	2013-02-12	12	2	2013	48	NA	0	1.52	7.87	5.55	90	12.59	0.1665	130	420	28	34.835	NA	0.1	NA	NA	25	25	0	30	NA	NA	NA	NA	NA	NA
166	2013-02-12	12	2	2013	48	NA	0	1.78	7.8	6.19	85	11.05	0	120	400	30	38.18	NA	2.4	NA	NA	47	47	0	31	NA	NA	NA	NA	NA	NA
166	2013-05-06	6	5	2013	48	3.6	0	1.63	8.19	5.7	116	14.73	1.4915	0	380	5	30.42	17.4	3.9	NA	NA	0	0	0	6	NA	NA	NA	NA	NA	NA
166	2013-05-06	6	5	2013	48	NA	0	0.77	7.87	6.03	93	12.21	4.731	49	330	19	30.62	NA	2.4	NA	NA	25	25	0.75	19	NA	NA	NA	NA	NA	NA
166	2013-05-06	6	5	2013	48	NA	0	1.61	7.59	6.72	75	9.64	8.8565	108	380	35	48.6	NA	3	NA	NA	47	47	0.82	36	NA	NA	NA	NA	NA	NA
166	2013-06-11	11	6	2013	48	4	0	1.4	8.4	4.8	111	11.38	5.918	0	379	0.8	23.79	4.6	12.8	NA	NA	0	0	0	1	NA	NA	NA	NA	NA	NA
166	2013-06-11	11	6	2013	48	NA	0	0.7	8.21	5.12	102	11.73	8.1215	3	354	4	21.04	NA	8	NA	NA	25	25	0	4	NA	NA	NA	NA	NA	NA
166	2013-06-11	11	6	2013	48	NA	0	0.95	7.49	6.88	47	5.81	9.026	124	457	48	63.115	NA	4.7	NA	NA	47	47	0	49	NA	NA	NA	NA	NA	NA
166	2013-06-25	25	6	2013	48	5	0	1.59	8.41	5.14	125	11.94	2.3145	0	358	0	20.165	5.7	16.2	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA
166	2013-06-25	25	6	2013	48	NA	0	0.61	7.89	5.69	100	11.81	5.9275	5	312	10.2	26.8	NA	6.6	NA	NA	25	25	0	10.6	NA	NA	NA	NA	NA	NA
166	2013-06-25	25	6	2013	48	NA	0	0.99	7.43	6.74	67	8.29	40.386	86	407	61	74.34	NA	4.6	NA	NA	47	47	0	66	NA	NA	NA	NA	NA	NA
166	2013-07-10	10	7	2013	48	3.8	0	1.25	8.2	5.44	108	10.6	3.2865	0	340	0.9	18	NA	14.7	NA	NA	0	0	0	0.9	NA	NA	NA	NA	NA	NA
166	2013-07-10	10	7	2013	48	NA	0	0.58	7.8	5.78	84	10	4.7175	0	320	10	21	NA	6	NA	NA	25	25	0	10	NA	NA	NA	NA	NA	NA
166	2013-07-10	10	7	2013	48	NA	0	1.55	7.5	6.62	65	8	46.7305	56	370	49	61	NA	4.6	NA	NA	47	47	0	52	NA	NA	NA	NA	NA	NA
166	2013-07-10	10	7	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2013-08-06	6	8	2013	48	3.8	1	1.54	8.47	5.45	123	11.04	0.658	0	409	0	16.02	5.2	19	NA	NA	0	0	0	0.4	NA	NA	NA	NA	NA	NA
166	2013-08-06	6	8	2013	48	NA	0	1.06	7.76	5.52	85	9.41	4.203	0	353	6	17.585	NA	9.3	NA	NA	25	25	0	6	NA	NA	NA	NA	NA	NA
166	2013-08-06	6	8	2013	48	NA	0	2.2	7.57	6.61	58	7.05	64.5	43	418	50	60.3	NA	5.2	NA	NA	47	47	0	52	NA	NA	NA	NA	NA	NA
166	2013-09-03	3	9	2013	48	4.2	2	0.78	8.15	5.33	112	10.55	1.133	0	330	0	17.235	5.9	16.3	NA	NA	0	0	0	0.372	NA	NA	NA	NA	NA	NA
166	2013-09-03	3	9	2013	48	NA	0	1	7.94	5.33	101	9.97	6.986	0	300	2.5	16.15	NA	14.5	NA	NA	25	25	0	3.474	NA	NA	NA	NA	NA	NA
166	2013-09-03	3	9	2013	48	NA	0	1.52	7.66	6.17	74	8.74	35.788	42	340	34	45.22	NA	6.6	NA	NA	47	47	0	38.6695	NA	NA	NA	NA	NA	NA
166	2013-10-10	10	10	2013	48	NA	0	0.68	7.8	5.84	88	9.6	8	37	370	18	28	NA	9.6	NA	NA	0	0	0	18	NA	NA	NA	NA	NA	NA
166	2013-10-10	10	10	2013	48	NA	0	0.65	7.5	6.82	61	7.4	4	59	350	37	43	NA	4.9	NA	NA	25	25	0	37	NA	NA	NA	NA	NA	NA
166	2013-10-10	10	10	2013	48	NA	0	1.2	7.3	7.41	38	4.7	5	98	390	74	83	NA	4.7	NA	NA	47	47	0	74	NA	NA	NA	NA	NA	NA
166	2013-10-10	10	10	2013	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
166	2013-11-07	7	11	2013	48	NA	0	0.76	7.9	5.9	90	10.4	4	60	310	23	33	NA	7.4	NA	NA	0	0	0	24	NA	NA	NA	NA	NA	NA
166	2013-11-07	7	11	2013	48	NA	1	1	7.9	5.89	85	9.8	0	62	340	24	33	NA	7.4	NA	NA	25	25	0	25	NA	NA	NA	NA	NA	NA
166	2013-11-07	7	11	2013	48	NA	0	1.3	7.8	6.09	75	8.7	5	68	350	28	38	NA	7	NA	NA	47	47	0	30	NA	NA	NA	NA	NA	NA
168	2012-03-26	26	3	2012	31	5.2	67	0.76	7.79	5.6885	NA	10.84	28.53	160	440	29	39.49	NA	2.3	NA	NA	0	0	2.27	31	NA	NA	NA	NA	NA	NA
168	2012-03-26	26	3	2012	31	NA	30	0.65	7.8	5.7309	NA	12.04	11.5525	150	410	29	38.54	NA	2.2	NA	NA	15	15	2.405	30	NA	NA	NA	NA	NA	NA
168	2012-03-26	26	3	2012	31	NA	12	1.46	7.77	6.1558	NA	11.34	3.14	140	380	30	39.33	NA	2.9	NA	NA	30	30	0.865	30	NA	NA	NA	NA	NA	NA
168	2012-03-26	26	3	2012	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
168	2012-05-09	9	5	2012	31	2.6	2	2.18	8.36	5.47	NA	15.22	2.496	2	550	2.8	46.265	NA	5.4	NA	NA	0	0	0	3	NA	NA	NA	NA	NA	NA
168	2012-05-09	9	5	2012	31	NA	1	1.49	8.29	5.51	NA	14.79	3.4845	2	360	3	24.6	NA	5.1	NA	NA	15	15	0	3.8	NA	NA	NA	NA	NA	NA
168	2012-05-09	9	5	2012	31	NA	0	2.07	8.03	5.69	NA	13.3	5.8685	6	350	10	34.085	NA	3.9	NA	NA	30	30	0.43	11	NA	NA	NA	NA	NA	NA
168	2012-05-09	9	5	2012	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.1	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
168	2012-06-12	12	6	2012	31	4.2	0	0.87	8.28	5.47	NA	11.87	0.5025	2	330	2	16.5	NA	10.9	NA	NA	0	0	0	2	NA	NA	NA	NA	NA	NA
168	2012-06-12	12	6	2012	31	NA	1	0.96	8.2	5.48	NA	10.06	4.366	3	340	4	18.125	NA	9.4	NA	NA	15	15	0.31	4	NA	NA	NA	NA	NA	NA
168	2012-06-12	12	6	2012	31	NA	0	2.64	7.74	5.92	NA	9.91	7.763	5	340	13	35.575	NA	5.4	NA	NA	30	30	0.82	15	NA	NA	NA	NA	NA	NA
168	2012-06-12	12	6	2012	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
168	2012-07-04	4	7	2012	31	3	1	1.23	8.29	5.48	NA	11.27	1.049	0	272	2	16.665	NA	14.3	NA	NA	0	0	0.425	2	NA	NA	NA	NA	NA	NA
168	2012-07-04	4	7	2012	31	NA	0	1.02	7.93	5.58	NA	9.62	1.015	0	251	3	15.505	NA	10.4	NA	NA	15	15	0.465	4	NA	NA	NA	NA	NA	NA
168	2012-07-04	4	7	2012	31	NA	0	2.42	7.69	6.05	NA	8.8	0.1765	0	276	15	40.55	NA	5.8	NA	NA	30	30	0.5	15	NA	NA	NA	NA	NA	NA
168	2012-07-04	4	7	2012	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA
168	2012-08-03	3	8	2012	31	NA	0	0.88	8.09	5.62	NA	10.03	2.3655	0	322	2	16.945	NA	14.8	NA	NA	0	0	0	4.3	NA	NA	NA	NA	NA	NA
168	2012-08-03	3	8	2012	31	NA	1	0.7	7.72	5.61	NA	9.32	2.6095	2	286	7	18.945	NA	7.8	NA	NA	15	15	0.56	8.4	NA	NA	NA	NA	NA	NA
168	2012-08-03	3	8	2012	31	NA	0	2.85	7.49	5.8	NA	7.42	1.209	0	329	10	28.495	NA	6.9	NA	NA	30	30	0.19	11	NA	NA	NA	NA	NA	NA
