asema	pvm	paiva	kk	vuosi	kokosyv	secchi	ecoli	sameus	ph	suolaisuus	happi_aste	happi	nh3	no3	ntot	po4_liu	ptot	chla	lampotila	jaan_paks	lumen_paks	syvyys	syvyys_lop	no2	po4	koliformit	fek_strep	kiintoain	pt	tic	alkalit
114	2015-07-20	20	7	2015	49	NA	1	0.7	8	5.43	90	9	0	0	320	3	17	NA	13.7	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
114	2015-07-20	20	7	2015	50	NA	0	0.72	7.7	5.48	82	8.8	0	0	310	8	20	NA	10.7	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
114	2015-07-20	20	7	2015	51	NA	0	0.86	7.6	5.53	72	7.9	0	0	310	11	69	NA	9.5	NA	NA	30	30	0	NA	NA	NA	NA	NA	NA	NA
114	2015-07-20	20	7	2015	52	NA	0	1.5	7.7	5.58	70	8	0	0	310	18	36	NA	7.9	NA	NA	40	40	0	NA	NA	NA	NA	NA	NA	NA
114	2015-07-20	20	7	2015	53	NA	0	1.9	7.6	5.72	60	7.1	0	0	340	23	45	NA	6.6	NA	NA	46	46	0	NA	NA	NA	NA	NA	NA	NA
117	2015-07-08	8	7	2015	3.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	16	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
117	2015-07-08	8	7	2015	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	15.8	NA	NA	3	3	0	NA	NA	NA	NA	NA	NA	NA
117	2015-07-21	21	7	2015	3.5	1.7	11	5.3	8.1	5.45	90	8.3	0	0	410	0	40	7.4	17.5	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
117	2015-07-21	21	7	2015	3.5	NA	9	5.6	8.1	5.44	93	8.7	0	0	430	0	49	8.8	17	NA	NA	3	3	0	NA	NA	NA	NA	NA	NA	NA
123	2015-07-08	8	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1	13	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
123	2015-07-08	8	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.9	12.4	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
123	2015-07-08	8	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
123	2015-07-21	21	7	2015	27	4.1	1	1.3	8.1	5.5	102	10	0	0	340	5	20	4.2	14.5	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
123	2015-07-21	21	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
123	2015-07-21	21	7	2015	27	NA	2	0.92	7.9	5.55	86	8.9	0	0	340	7	26	NA	12.2	NA	NA	13	13	0	NA	NA	NA	NA	NA	NA	NA
123	2015-07-21	21	7	2015	27	NA	0	1.5	7.7	5.56	68	7.4	0	0	320	8	27	NA	10.3	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-06	6	7	2015	27	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	0	0	0	NA	NA	NA	NA	270	18	NA
125	2015-07-06	6	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-06	6	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-14	14	7	2015	27	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.9	14.5	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-14	14	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2	14	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-14	14	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-20	20	7	2015	27	2.9	2	1.6	8.3	5.43	105	10.3	0	0	390	3	42	17	14.8	NA	NA	0	0	0	NA	NA	NA	NA	760	18	NA
125	2015-07-20	20	7	2015	27	NA	3	1.2	8.3	5.44	101	9.9	0	0	340	4	22	6.5	14.5	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-20	20	7	2015	27	NA	3	1.1	8.1	5.44	88	8.8	0	0	310	5	20	NA	13.6	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-20	20	7	2015	27	NA	1	0.81	8	5.47	80	8.5	0	0	330	7	21	NA	11.2	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
125	2015-07-20	20	7	2015	27	NA	0	2.7	7.9	5.5	72	7.9	0	0	360	10	33	NA	9.8	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-06	6	7	2015	27	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2	NA	NA	NA	0	0	0	NA	NA	NA	NA	580	18	NA
147	2015-07-06	6	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-06	6	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-14	14	7	2015	27	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3	14.4	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-14	14	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4	14.2	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-14	14	7	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-20	20	7	2015	27	4.6	0	0.84	8.3	5.48	96	9.6	0	0	340	3	21	5.7	13.8	NA	NA	0	0	0	NA	NA	NA	NA	290	18	NA
147	2015-07-20	20	7	2015	27	NA	2	1.2	8.2	5.5	82	8.3	0	0	350	5	26	7.7	13.2	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-20	20	7	2015	27	NA	2	1.2	8.1	5.53	82	8.4	0	0	330	6	22	NA	12.9	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-20	20	7	2015	27	NA	0	1.6	8	5.55	74	7.9	0	0	330	8	25	NA	10.6	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
147	2015-07-20	20	7	2015	27	NA	2	4.2	7.9	5.56	64	7	0	0	420	8	53	NA	10.1	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
148	2015-07-08	8	7	2015	51	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	13.1	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
148	2015-07-08	8	7	2015	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	12.7	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
148	2015-07-08	8	7	2015	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	25	0	NA	NA	NA	NA	NA	NA	NA
148	2015-07-08	8	7	2015	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	50	0	NA	NA	NA	NA	NA	NA	NA
148	2015-07-20	20	7	2015	51	5.2	1	0.84	8.5	5.49	104	10.2	0	0	400	0	20	6.2	14.5	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
148	2015-07-20	20	7	2015	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
148	2015-07-20	20	7	2015	51	NA	0	0.72	8.1	5.56	78	8.5	0	0	320	8	23	NA	10.1	NA	NA	25	25	0	NA	NA	NA	NA	NA	NA	NA
148	2015-07-20	20	7	2015	51	NA	0	2.1	7.9	5.76	67	7.9	0	0	330	23	46	NA	6.7	NA	NA	50	50	0	NA	NA	NA	NA	NA	NA	NA
149	2015-07-08	8	7	2015	33	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	13	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
149	2015-07-08	8	7	2015	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.3	12.6	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
149	2015-07-08	8	7	2015	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	31	0	NA	NA	NA	NA	NA	NA	NA
149	2015-07-21	21	7	2015	33	5	0	0.97	8.4	5.44	97	9.5	0	0	330	2	17	4.1	14.7	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
149	2015-07-21	21	7	2015	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.3	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
149	2015-07-21	21	7	2015	33	NA	0	0.63	8	5.47	96	8.9	0	0	310	5	19	NA	17.2	NA	NA	15	15	0	NA	NA	NA	NA	NA	NA	NA
149	2015-07-21	21	7	2015	33	NA	0	2.4	7.7	5.5	72	8.1	0	0	320	12	31	NA	8.8	NA	NA	31	31	0	NA	NA	NA	NA	NA	NA	NA
166	2015-07-01	1	7	2015	49	6.6	0	0.6	8.1	5.43	119	12.2	0	0	320	4	17	2.2	12.6	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
166	2015-07-01	1	7	2015	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
166	2015-07-01	1	7	2015	49	NA	0	0.39	7.9	5.41	106	12	12	4	300	13	22	NA	8.4	NA	NA	25	25	0	NA	NA	NA	NA	NA	NA	NA
166	2015-07-01	1	7	2015	49	NA	0	1.6	7.7	5.65	72	8.7	120	29	460	97	110	NA	5.8	NA	NA	47	47	0	NA	NA	NA	NA	NA	NA	NA
166	2015-07-28	28	7	2015	49	5.2	1	1.3	8.1	5.38	105	10.5	10	0	310	8	17	3.3	14	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
166	2015-07-28	28	7	2015	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
166	2015-07-28	28	7	2015	49	NA	0	1.2	7.6	5.4	79	8.4	0	0	310	9	23	NA	10.9	NA	NA	25	25	0	NA	NA	NA	NA	NA	NA	NA
166	2015-07-28	28	7	2015	49	NA	0	2.4	7.4	5.67	62	7.1	0	0	360	34	12	NA	7.7	NA	NA	47	47	0	NA	NA	NA	NA	NA	NA	NA
168	2015-07-08	8	7	2015	31	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	13	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
168	2015-07-08	8	7	2015	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.8	12.6	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
168	2015-07-08	8	7	2015	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	30	0	NA	NA	NA	NA	NA	NA	NA
168	2015-07-21	21	7	2015	31	4.5	0	0.84	8.3	5.46	NA	10.5	0	0	370	2	18	5.8	14.6	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
168	2015-07-21	21	7	2015	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
168	2015-07-21	21	7	2015	31	NA	0	0.76	7.9	5.49	84	8.7	0	0	340	5	20	NA	12.4	NA	NA	15	15	0	NA	NA	NA	NA	NA	NA	NA
168	2015-07-21	21	7	2015	31	NA	0	2	7.7	5.5	72	8	0	0	300	11	28	NA	9.2	NA	NA	30	30	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-02	2	7	2015	2.4	0.7	48	8.1	8.1	4.91	118	10.5	0	0	600	0	60	10	19.5	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-02	2	7	2015	2.4	NA	64	10	8	4.99	116	10.6	0	0	530	2	54	NA	18.2	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-09	9	7	2015	2.4	0.7	82	10	8.1	5.03	92	8.5	0	0	610	2	64	18	17.6	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-09	9	7	2015	2.4	NA	61	17	8	5.09	88	8.3	0	0	580	4	69	NA	16.7	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-16	16	7	2015	2.4	1.1	10	4	8.3	5.27	120	10.7	0	0	510	3	46	8.5	19.2	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-16	16	7	2015	2.4	NA	41	7.8	8.1	5.38	104	9.7	0	0	500	6	53	NA	17.3	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-23	23	7	2015	2.4	0.9	12	6.8	8	5.25	104	9.3	9	0	1000	0	60	13	19	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-23	23	7	2015	2.4	NA	14	19	7.8	5.26	84	7.6	38	0	970	2	92	NA	18.8	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-30	30	7	2015	2.4	0.9	16	7.2	8.2	5.19	109	9.8	0	0	620	6	58	13	19	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
179	2015-07-30	30	7	2015	2.4	NA	29	8.8	8.2	5.21	109	9.8	0	0	700	5	59	NA	19	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
181	2015-07-01	1	7	2015	15	4	0	1.1	8	5.42	105	10.5	0	0	320	7	28	2.2	13.6	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
181	2015-07-01	1	7	2015	15	NA	0	1.2	8	5.42	107	10.8	0	0	330	6	22	3.8	13.2	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
181	2015-07-01	1	7	2015	15	NA	0	3.6	7.9	5.43	97	10.3	5	0	350	11	32	NA	11	NA	NA	14	14	0	NA	NA	NA	NA	NA	NA	NA
181	2015-07-28	28	7	2015	15	2.3	0	1.8	7.9	5.36	85	8.3	0	0	320	5	24	3.7	15.1	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
181	2015-07-28	28	7	2015	15	NA	0	1.9	7.8	5.36	92	9	0	0	310	5	22	3.5	14.6	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
181	2015-07-28	28	7	2015	15	NA	0	1.9	7.8	5.36	87	8.7	0	0	320	6	22	NA	13.8	NA	NA	14	14	0	NA	NA	NA	NA	NA	NA	NA
188	2015-07-09	9	7	2015	3	0.6	27	7.5	8.3	4.84	106	9.9	0	0	590	0	55	18	17.2	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
188	2015-07-09	9	7	2015	3	NA	21	9.4	8	4.84	84	8	0	0	540	0	50	NA	16.2	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
191	2015-07-09	9	7	2015	3	0.9	9	7	8	5.37	96	9	0	0	420	3	34	6.3	17	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
191	2015-07-09	9	7	2015	3	NA	6	8.3	8	5.36	89	8.4	0	0	430	2	32	NA	16.5	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
113	2015-07-28	28	7	2015	7	1.5	3	5.6	7.9	5.27	94	8.7	0	0	370	5	30	4.8	17.7	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
113	2015-07-28	28	7	2015	7	NA	2	11	7.8	5.3	85	8.1	0	0	350	7	35	4.6	15.8	NA	NA	6	6	0	NA	NA	NA	NA	NA	NA	NA
111	2015-07-28	28	7	2015	13	1.9	0	2.5	8	5.4	108	9.8	0	0	330	4	29	4.9	18.4	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
111	2015-07-28	28	7	2015	13	NA	3	2.5	7.9	5.4	79	7.9	0	0	320	5	25	5.6	13.7	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
111	2015-07-28	28	7	2015	13	NA	0	4	7.7	5.41	81	8.1	0	0	340	7	32	NA	13.8	NA	NA	12	12	0	NA	NA	NA	NA	NA	NA	NA
110	2015-07-28	28	7	2015	12	2.3	6	7	7.9	5.39	110	10.5	0	0	560	0	130	46	16	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
110	2015-07-28	28	7	2015	12	NA	3	3.5	7.8	5.39	92	8.9	0	0	340	6	31	6.5	15.2	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
110	2015-07-28	28	7	2015	12	NA	1	4.6	7.7	5.39	76	7.5	0	0	350	7	34	NA	14.5	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
4	2015-08-20	20	8	2015	2.5	0.6	5	11	8.4	1.88	138	12.4	6	100	910	3	47	28	19.8	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
4	2015-08-20	20	8	2015	2.5	NA	9	29	7.5	4.28	69	6.4	13	6	920	0	84	47	18	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
4	2015-09-01	1	9	2015	2.5	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	18.4	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
4	2015-09-01	1	9	2015	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	18.4	NA	NA	2	2	0	NA	NA	NA	NA	NA	NA	NA
18	2015-08-21	21	8	2015	17	2	0	4.1	8.2	5.08	126	11.6	0	0	410	2	36	7.8	17.7	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
18	2015-08-21	21	8	2015	17	NA	2	4.5	8	5.16	105	9.8	0	0	380	4	32	11	17	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
18	2015-08-21	21	8	2015	17	NA	2	4.9	8	5.18	98	9.4	4	0	360	4	28	NA	15.9	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
18	2015-08-21	21	8	2015	17	NA	1	7.9	7.5	5.2	70	6.7	0	0	340	9	36	NA	15.6	NA	NA	16	16	0	NA	NA	NA	NA	NA	NA	NA
39	2015-08-18	18	8	2015	33	3.8	0	1.1	8.2	5.53	107	9.9	0	0	370	0	20	5.3	17.3	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
39	2015-08-18	18	8	2015	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
39	2015-08-18	18	8	2015	33	NA	0	0.9	8	5.46	101	10.4	0	0	350	5	21	NA	12.5	NA	NA	15	15	0	NA	NA	NA	NA	NA	NA	NA
39	2015-08-18	18	8	2015	33	NA	1	3.3	7.5	5.43	61	6.3	0	0	340	17	35	NA	12.6	NA	NA	32	32	0	NA	NA	NA	NA	NA	NA	NA
39	2015-08-18	18	8	2015	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.1	18	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
39	2015-08-18	18	8	2015	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.6	17.9	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
39	2015-08-18	18	8	2015	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	32	0	NA	NA	NA	NA	NA	NA	NA
57	2015-08-18	18	8	2015	32	4.1	0	1	8.1	5.44	121	11.2	0	0	340	4	20	3.6	17.3	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
57	2015-08-18	18	8	2015	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
57	2015-08-18	18	8	2015	32	NA	0	0.8	8	5.45	105	10	0	0	320	5	18	NA	16	NA	NA	15	15	0	NA	NA	NA	NA	NA	NA	NA
57	2015-08-18	18	8	2015	32	NA	2	2	7.5	5.5	77	7.4	9	6	320	15	26	NA	15.4	NA	NA	31	31	0	NA	NA	NA	NA	NA	NA	NA
57	2015-09-01	1	9	2015	32	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	17.4	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
57	2015-09-01	1	9	2015	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.4	17.3	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
57	2015-09-01	1	9	2015	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	31	0	NA	NA	NA	NA	NA	NA	NA
68	2015-08-21	21	8	2015	17	2.7	0	3.2	8.3	5.41	125	11.4	43	0	400	7	39	9.3	18.2	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
68	2015-08-21	21	8	2015	17	NA	0	2.4	8.3	5.37	119	10.9	4	0	360	4	31	8.8	17.8	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
68	2015-08-21	21	8	2015	17	NA	0	1.8	8.2	5.4	107	10	7	0	330	4	28	NA	17.1	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
68	2015-08-21	21	8	2015	17	NA	2	4.4	7.4	5.39	68	6.4	18	0	340	17	43	NA	16.3	NA	NA	16	16	0	NA	NA	NA	NA	NA	NA	NA
87	2015-08-19	19	8	2015	3.5	0.4	0	14	8.3	5.05	120	10.5	0	0	750	0	61	28	20.3	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
87	2015-08-19	19	8	2015	3.5	NA	0	8.9	8.2	5.09	102	9.1	0	0	620	3	53	19	19.5	NA	NA	3	3	0	NA	NA	NA	NA	NA	NA	NA
94	2015-08-19	19	8	2015	9	1	1	5.2	8	5.35	117	10.7	0	0	410	0	28	9.5	18	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
94	2015-08-19	19	8	2015	9	NA	1	4.2	8.1	5.34	107	10	0	0	390	2	26	7.6	17.1	NA	NA	4	4	0	NA	NA	NA	NA	NA	NA	NA
94	2015-08-19	19	8	2015	9	NA	2	14	7.5	5.37	64	6.2	0	0	400	17	46	NA	15.5	NA	NA	8	8	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-03	3	8	2015	47	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9	NA	NA	NA	0	0	0	NA	NA	NA	NA	240	18	NA
114	2015-08-03	3	8	2015	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-03	3	8	2015	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	46	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-17	17	8	2015	47	4.4	0	1.2	8.2	5.51	107	10	0	0	350	3	21	4.5	17.1	NA	NA	0	0	0	NA	NA	NA	NA	280	18	NA
114	2015-08-17	17	8	2015	47	NA	0	0.99	8.2	5.53	106	9.9	0	0	350	3	20	4.4	17	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-17	17	8	2015	47	NA	0	1	8.2	5.52	111	10.4	0	0	350	3	19	NA	17	NA	NA	10	10	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-17	17	8	2015	47	NA	0	0.81	7.8	5.48	87	8.6	0	0	330	7	21	NA	14.5	NA	NA	20	20	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-17	17	8	2015	47	NA	0	1.1	7.6	5.39	73	7.7	0	0	300	13	23	NA	11.7	NA	NA	30	30	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-17	17	8	2015	47	NA	0	1.7	7.6	5.47	72	7.8	4	5	310	16	26	NA	10.4	NA	NA	40	40	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-17	17	8	2015	47	NA	0	3.3	7.5	5.49	61	6.7	41	13	370	33	48	NA	9.3	NA	NA	46	46	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-31	31	8	2015	47	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	NA	NA	0	0	0	NA	NA	NA	NA	180	18	NA
114	2015-08-31	31	8	2015	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.8	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
114	2015-08-31	31	8	2015	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	46	0	NA	NA	NA	NA	NA	NA	NA
117	2015-08-21	21	8	2015	3.5	1	5	6.9	8	5.39	116	10.2	0	0	400	7	37	1.7	19.9	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
117	2015-08-21	21	8	2015	3.5	NA	2	9.1	7.9	5.41	103	9.2	7	0	390	10	37	7.2	19.1	NA	NA	3	3	0	NA	NA	NA	NA	NA	NA	NA
117	2015-09-01	1	9	2015	3.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	18.6	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
117	2015-09-01	1	9	2015	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	18.6	NA	NA	3	3	0	NA	NA	NA	NA	NA	NA	NA
123	2015-08-21	21	8	2015	27	3	14	2.2	8.4	5.46	131	12.1	5	0	370	0	23	7.8	17.6	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
123	2015-08-21	21	8	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
123	2015-08-21	21	8	2015	27	NA	0	0.94	8.1	5.49	89	9.4	8	0	310	3	19	NA	11.4	NA	NA	13	13	0	NA	NA	NA	NA	NA	NA	NA
123	2015-08-21	21	8	2015	27	NA	0	3.3	7.4	5.53	60	5.6	77	10	360	42	54	NA	17.4	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
123	2015-09-01	1	9	2015	27	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1	17.5	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA
123	2015-09-01	1	9	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	17.3	NA	NA	5	5	0	NA	NA	NA	NA	NA	NA	NA
123	2015-09-01	1	9	2015	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	26	0	NA	NA	NA	NA	NA	NA	NA
